gradedate,firm,tograde,fromgrade,action,pricetargetaction,currentpricetarget,priorpricetarget
2021-04-20 13:47:33,BMO Capital,Market Perform,,main,Raises,150.0,138.0
2021-04-20 14:29:07,Credit Suisse,Outperform,,main,Raises,165.0,160.0
2021-07-16 13:05:27,BMO Capital,Market Perform,,main,Raises,155.0,150.0
2021-07-20 09:40:15,Societe Generale,Hold,Sell,up,Raises,140.0,121.0
2021-07-20 10:56:22,Citigroup,Neutral,,main,Raises,150.0,140.0
2021-07-20 13:14:00,Morgan Stanley,Equal-Weight,,main,Raises,164.0,152.0
2021-10-01 10:07:00,Jefferies,Buy,,init,Announces,170.0,0.0
2021-10-05 11:31:39,Credit Suisse,Outperform,,main,Raises,176.0,167.0
2021-10-21 11:02:26,Credit Suisse,Outperform,,main,Lowers,172.0,176.0
2022-01-10 12:41:16,Goldman Sachs,Neutral,,init,,0.0,0.0
2022-01-11 11:10:00,UBS,Sell,Neutral,down,Lowers,124.0,136.0
2022-01-25 12:37:17,BMO Capital,Market Perform,,main,Raises,155.0,153.0
2022-04-13 13:45:45,BMO Capital,Market Perform,,main,Lowers,148.0,155.0
2022-04-14 12:11:24,Morgan Stanley,Overweight,Equal-Weight,up,Raises,150.0,147.0
2022-04-20 11:05:17,B of A Securities,Buy,,main,Raises,165.0,162.0
2022-04-20 11:13:02,Credit Suisse,Outperform,,main,Raises,166.0,165.0
2022-04-20 11:17:34,BMO Capital,Market Perform,,main,Raises,152.0,148.0
2022-04-20 11:52:00,Morgan Stanley,Overweight,,main,Raises,157.0,150.0
2022-04-21 09:43:35,Tigress Financial,Neutral,,main,Raises,139.0,133.0
2022-07-19 11:32:45,BMO Capital,Market Perform,,main,Lowers,148.0,152.0
2022-07-19 11:35:35,Morgan Stanley,Overweight,,main,Lowers,155.0,157.0
2022-07-20 10:58:49,Credit Suisse,Outperform,,main,Lowers,156.0,166.0
2022-10-06 12:26:30,Morgan Stanley,Overweight,,main,Lowers,152.0,155.0
2022-10-17 11:07:44,Stifel,Buy,,main,Lowers,140.0,150.0
2022-10-20 12:16:18,Credit Suisse,Outperform,,main,Lowers,155.0,158.0
2023-01-18 10:14:11,Morgan Stanley,Equal-Weight,Overweight,down,Lowers,148.0,152.0
2023-01-19 13:52:08,MoffettNathanson,Market Perform,Underperform,up,Announces,140.0,0.0
2023-01-23 14:27:32,Stifel,Buy,,main,Raises,158.0,140.0
2023-01-26 12:38:35,BMO Capital,Market Perform,,main,Raises,155.0,148.0
2023-01-26 14:22:59,Citigroup,Neutral,,main,Raises,145.0,140.0
2023-02-06 11:00:25,Edward Jones,Hold,Buy,down,,0.0,0.0
2023-04-13 10:36:48,Credit Suisse,Outperform,,main,Lowers,162.0,165.0
2023-04-20 11:54:52,Morgan Stanley,Equal-Weight,,main,Lowers,135.0,143.0
2023-04-20 13:12:41,Stifel,Buy,,main,Lowers,140.0,150.0
2023-04-20 13:18:09,Evercore ISI Group,In-Line,,main,Lowers,140.0,150.0
2023-04-20 13:42:34,BMO Capital,Market Perform,,main,Lowers,145.0,155.0
2023-04-27 12:17:36,Wedbush,Neutral,,reit,Maintains,140.0,0.0
2023-06-26 16:45:49,Credit Suisse,Outperform,Outperform,reit,Maintains,162.0,162.0
2023-07-07 09:32:58,JP Morgan,Neutral,,init,Announces,145.0,0.0
2023-07-11 11:36:04,Credit Suisse,Outperform,Outperform,reit,Maintains,162.0,0.0
2023-07-12 13:25:00,Morgan Stanley,Equal-Weight,Equal-Weight,reit,Maintains,135.0,135.0
2023-07-17 12:02:49,BMO Capital,Market Perform,Market Perform,main,Raises,150.0,145.0
2023-07-20 12:00:06,BMO Capital,Market Perform,Market Perform,main,Raises,152.0,150.0
2023-07-20 12:27:46,Wedbush,Neutral,Neutral,reit,Maintains,140.0,0.0
2023-07-20 13:18:20,Morgan Stanley,Equal-Weight,Equal-Weight,reit,Maintains,135.0,135.0
2023-07-20 14:38:04,Stifel,Buy,Buy,main,Raises,144.0,140.0
2023-07-20 16:12:12,B of A Securities,Buy,Buy,main,Raises,160.0,152.0
2023-09-20 10:13:19,RBC Capital,Outperform,,init,Announces,188.0,0.0
2023-10-17 14:22:30,Morgan Stanley,Equal-Weight,Equal-Weight,main,Lowers,130.0,135.0
2023-10-26 13:20:33,Wedbush,Neutral,Neutral,reit,Maintains,140.0,0.0
2023-10-26 14:22:29,BMO Capital,Market Perform,Market Perform,main,Raises,155.0,152.0
2023-10-26 17:22:55,RBC Capital,Outperform,Outperform,main,Lowers,179.0,188.0
2023-11-13 14:03:06,Wedbush,Neutral,Neutral,reit,Maintains,140.0,0.0
2024-01-05 12:09:19,Societe Generale,Sell,Hold,down,Announces,143.0,0.0
2024-01-05 12:33:44,Jefferies,Hold,,init,Announces,180.0,0.0
2024-01-19 12:29:46,Evercore ISI Group,Outperform,In-Line,up,Raises,200.0,165.0
2024-01-22 20:28:57,Stifel,Buy,Buy,main,Raises,183.0,144.0
2024-01-25 14:51:58,Stifel,Buy,Buy,main,Raises,190.0,183.0
2024-01-25 14:58:56,BMO Capital,Market Perform,Market Perform,main,Raises,210.0,155.0
2024-01-25 16:28:23,RBC Capital,Outperform,Outperform,main,Raises,200.0,179.0
2024-03-07 10:46:50,Bernstein,Market Perform,Market Perform,main,Raises,186.0,165.0
2024-03-14 12:09:05,B of A Securities,Buy,Buy,main,Raises,220.0,200.0
2024-04-17 17:24:45,Stifel,Buy,Buy,main,Maintains,190.0,190.0
2024-04-22 18:42:55,UBS,Sell,Sell,main,Raises,130.0,125.0
2024-04-23 15:03:24,Jefferies,Hold,Hold,main,Lowers,210.0,215.0
2024-04-25 12:39:24,Jefferies,Hold,Hold,main,Lowers,190.0,210.0
2024-04-25 12:40:43,Wedbush,Neutral,Neutral,main,Raises,160.0,140.0
2024-04-25 16:27:55,BMO Capital,Market Perform,Market Perform,main,Lowers,190.0,210.0
2024-04-25 17:41:47,JP Morgan,Neutral,Neutral,main,Lowers,185.0,190.0
2024-04-26 16:44:37,Morgan Stanley,Equal-Weight,Equal-Weight,main,Lowers,179.0,186.0
2024-05-02 11:18:48,Exane BNP Paribas,Underperform,,init,Announces,145.0,0.0
2024-05-16 16:33:39,RBC Capital,Outperform,Outperform,reit,Maintains,200.0,200.0
2024-05-16 17:46:34,Stifel,Buy,Buy,main,Maintains,190.0,190.0
2024-05-22 14:13:29,RBC Capital,Outperform,Outperform,reit,Maintains,200.0,200.0
2024-06-24 09:15:51,Goldman Sachs,Buy,,init,Announces,200.0,0.0
2024-07-25 13:59:54,Stifel,Buy,Buy,main,Raises,205.0,190.0
2024-07-25 15:58:56,BMO Capital,Market Perform,Market Perform,main,Raises,210.0,190.0
2024-07-25 16:05:55,Jefferies,Hold,Hold,main,Raises,200.0,190.0
2024-07-25 16:43:56,RBC Capital,Outperform,Outperform,main,Raises,211.0,200.0
2024-09-04 14:12:15,UBS,Sell,Sell,main,Raises,145.0,130.0
2024-09-11 13:44:42,Evercore ISI Group,Outperform,Outperform,main,Raises,240.0,215.0
2024-09-30 12:35:11,Goldman Sachs,Buy,Buy,main,Raises,250.0,220.0
2024-10-09 17:44:30,B of A Securities,Buy,Buy,main,Raises,250.0,209.0
2024-10-10 16:46:32,RBC Capital,Outperform,Outperform,main,Raises,250.0,211.0
2024-10-16 14:04:18,Stifel,Buy,Buy,main,Raises,246.0,205.0
2024-10-17 14:09:56,Morgan Stanley,Equal-Weight,Equal-Weight,main,Raises,217.0,182.0
2024-10-21 12:09:11,Jefferies,Hold,Hold,main,Raises,245.0,200.0
2024-10-24 13:17:40,BMO Capital,Market Perform,Market Perform,main,Raises,260.0,235.0
2024-10-24 16:46:50,Morgan Stanley,Equal-Weight,Equal-Weight,main,Lowers,208.0,217.0
2024-10-24 17:17:53,RBC Capital,Outperform,Outperform,reit,Maintains,250.0,250.0
2024-12-16 14:03:38,Morgan Stanley,Equal-Weight,Equal-Weight,main,Raises,222.0,208.0
2025-01-03 15:33:14,Bernstein,Market Perform,Market Perform,main,Raises,215.0,210.0
2025-01-14 13:34:24,UBS,Sell,Sell,main,Raises,160.0,150.0
2025-01-23 11:37:39,B of A Securities,Buy,Buy,main,Raises,260.0,250.0
2025-01-23 11:55:54,JP Morgan,Neutral,Neutral,main,Raises,233.0,227.0
2025-01-27 17:55:45,RBC Capital,Outperform,Outperform,reit,Maintains,250.0,250.0
2025-01-28 17:50:16,Morgan Stanley,Equal-Weight,Equal-Weight,main,Lowers,217.0,222.0
2025-01-30 12:45:48,Morgan Stanley,Equal-Weight,Equal-Weight,main,Raises,228.0,217.0
2025-01-30 16:46:41,RBC Capital,Outperform,Outperform,main,Raises,276.0,250.0
2025-01-30 17:03:46,BMO Capital,Market Perform,Market Perform,main,Raises,280.0,260.0
2025-01-30 17:20:20,B of A Securities,Buy,Buy,main,Raises,270.0,260.0
2025-01-30 21:30:29,Jefferies,Hold,Hold,main,Raises,270.0,245.0
2025-01-30 21:45:55,JP Morgan,Neutral,Neutral,main,Raises,244.0,233.0
2025-02-11 14:01:49,Oppenheimer,Outperform,,init,Announces,320.0,0.0
2025-03-31 13:32:20,Jefferies,Hold,Hold,main,Lowers,265.0,270.0
2025-04-14 14:45:43,RBC Capital,Outperform,Outperform,reit,Maintains,276.0,276.0
2025-04-24 16:07:50,Wedbush,Outperform,Outperform,reit,Maintains,300.0,300.0
2025-04-24 16:52:32,Morgan Stanley,Equal-Weight,Equal-Weight,main,Lowers,233.0,237.0
2025-04-24 17:05:13,UBS,Sell,Sell,main,Raises,170.0,160.0
2025-05-07 16:14:05,Wedbush,Outperform,Outperform,reit,Maintains,300.0,300.0
2025-05-15 16:42:16,RBC Capital,Outperform,Outperform,main,Raises,285.0,276.0
2025-06-09 14:23:07,B of A Securities,Buy,Buy,main,Raises,290.0,270.0
2025-06-18 13:54:21,B of A Securities,Buy,Buy,main,Raises,320.0,290.0
2025-06-20 12:10:50,Wedbush,Outperform,Outperform,main,Raises,325.0,300.0
