gradedate,firm,tograde,fromgrade,action,pricetargetaction,currentpricetarget,priorpricetarget
2023-07-17 13:47:06,RBC Capital,Outperform,Outperform,main,Lowers,572.0,592.0
2023-07-17 16:12:31,Deutsche Bank,Buy,Buy,main,Lowers,555.0,564.0
2023-07-18 09:17:00,Bernstein,Outperform,Market Perform,up,Raises,603.0,595.0
2023-07-19 15:33:32,UBS,Neutral,Neutral,main,Raises,520.0,510.0
2023-08-11 14:32:33,Stephens & Co.,Overweight,Overweight,reit,Maintains,560.0,0.0
2023-09-06 09:33:14,HSBC,Hold,,init,Announces,540.0,0.0
2023-09-14 15:54:46,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,591.0,0.0
2023-10-09 13:58:50,Jefferies,Hold,Hold,main,Raises,531.0,529.0
2023-10-16 10:17:43,UBS,Buy,Neutral,up,Announces,640.0,0.0
2023-10-16 17:42:37,Piper Sandler,Overweight,Overweight,main,Raises,584.0,580.0
2023-10-16 19:11:41,RBC Capital,Outperform,Outperform,main,Raises,596.0,572.0
2023-10-23 13:54:24,Morgan Stanley,Overweight,Overweight,main,Lowers,579.0,587.0
2023-11-20 15:48:59,Jefferies,Hold,Hold,main,Lowers,503.0,565.0
2023-11-21 15:22:49,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,591.0,0.0
2023-11-30 13:48:52,Stephens & Co.,Overweight,Overweight,reit,Maintains,585.0,0.0
2023-11-30 15:39:33,RBC Capital,Outperform,Outperform,reit,Maintains,596.0,0.0
2023-11-30 19:29:36,Truist Securities,Buy,Buy,reit,Maintains,610.0,0.0
2023-12-13 18:17:21,Stephens & Co.,Overweight,Overweight,reit,Maintains,585.0,0.0
2023-12-18 12:23:42,HSBC,Reduce,Hold,down,Lowers,480.0,550.0
2024-01-16 14:08:27,RBC Capital,Outperform,Outperform,reit,Maintains,596.0,0.0
2024-01-16 14:26:13,Stephens & Co.,Overweight,Overweight,main,Lowers,605.0,615.0
2024-01-17 15:40:30,Piper Sandler,Overweight,Overweight,main,Lowers,581.0,584.0
2024-01-17 16:16:58,Oppenheimer,Outperform,Outperform,reit,Maintains,610.0,0.0
2024-01-19 17:24:45,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,591.0,0.0
2024-02-08 20:12:51,Stephens & Co.,Overweight,Overweight,reit,Maintains,605.0,0.0
2024-02-29 18:06:06,RBC Capital,Outperform,Outperform,reit,Maintains,596.0,0.0
2024-03-06 12:02:48,Barclays,Overweight,,init,Announces,551.0,0.0
2024-03-07 11:43:50,B of A Securities,Buy,Buy,main,Maintains,675.0,675.0
2024-03-13 15:10:25,Erste Group,Hold,Buy,down,,0.0,0.0
2024-04-04 14:14:33,Cantor Fitzgerald,Overweight,Overweight,reit,Maintains,591.0,591.0
2024-04-04 14:55:51,HSBC,Hold,Reduce,up,Announces,460.0,0.0
2024-04-05 11:29:00,Morgan Stanley,Overweight,Overweight,main,Lowers,584.0,618.0
2024-04-08 12:34:35,Wells Fargo,Overweight,Overweight,main,Lowers,525.0,600.0
